id,imdb_id,popularity,budget,original_title,cast,homepage,director,overview,genres,revenue_adj
50321,tt1305591,0.921653,150000000,Mars Needs Moms,"Seth Green,Joan Cusack,Dan Fogler,Breckin Meyer,Elisabeth Harnois",http://disney.go.com/disneypictures/marsneedsmoms/#home,Simon Wells,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.","Adventure,Animation,Family",37799503.28
59678,tt1478964,0.91973,14350531,Attack the Block,"Nick Frost,Jodie Whittaker,John Boyega,Luke Treadaway,Flaminia Cinque",http://attacktheblock.com/,Joe Cornish,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,"Action,Comedy,Science Fiction",3843354.97
60307,tt1650043,0.917718,21000000,Diary of a Wimpy Kid: Rodrick Rules,"Zachary Gordon,Devon Bostick,Rachael Harris,Robert Capron,Steve Zahn",http://www.diaryofawimpykidmovie.com/,David Bowers,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.","Family,Comedy",70201279.99
64685,tt0477302,0.907952,40000000,Extremely Loud & Incredibly Close,"Thomas Horn,Tom Hanks,Sandra Bullock,Max von Sydow,John Goodman",http://extremelyloudandincrediblyclose.warnerbros.com/,Stephen Daldry,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",Drama,53557187.70
59197,tt1758570,0.907622,0,Battle of Los Angeles,"Kel Mitchell,Nia Peeples,Dylan Vox,Gerald Webb,Theresa June-Tao",http://www.battlela.com/site/,Mark Atkins,"In February 1942 Us forces engaged an unidentified flying object above Los Angeles. Now almost 70 years later, the alien invaders have returned.","Science Fiction,Thriller",0.00
50780,tt1321860,0.903312,21000000,The Beaver,"Jodie Foster,Mel Gibson,Jennifer Lawrence,Anton Yelchin,Zachary Booth",http://www.thebeaver-movie.com/,Jodie Foster,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",Drama,941107.13
64639,tt0999913,0.897265,25000000,Straw Dogs,"James Marsden,Kate Bosworth,Alexander SkarsgÃ¥rd,Laz Alonso,Dominic Purcell",http://www.strawdogsmovie.com/,Rod Lurie,"L.A. screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",Thriller,10008492.90
74534,tt1412386,0.895829,10000000,The Best Exotic Marigold Hotel,"Bill Nighy,Maggie Smith,Tom Wilkinson,Judi Dench,Dev Patel",http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,John Madden,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.","Drama,Comedy",132648701.78
41513,tt0472181,0.879003,110000000,The Smurfs,"Neil Patrick Harris,Jayma Mays,Anton Yelchin,Hank Azaria,Alan Cumming",http://www.smurfhappens.com/,Raja Gosnell,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.","Animation,Family,Adventure,Comedy,Fantasy",546497490.23
50456,tt0993842,0.863804,30000000,Hanna,"Saoirse Ronan,Eric Bana,Vicky Krieps,Cate Blanchett,Tom Hollander",http://hannathemovie.com/,Joe Wright,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.","Action,Thriller,Adventure",61830221.57
64586,tt1588398,0.851701,10000000,Sleeping Beauty,"Emily Browning,Rachael Blake,Ewen Leslie,Mirrah Foulkes,Ivy Mak",http://sleepingbeautyfilm.com/,Julia Leigh,"A haunting erotic fairytale about Lucy, a young University student drawn into a mysterious hidden world of beauty and desire.","Drama,Romance",0.00
49020,tt1440292,0.847636,0,Submarine,"Craig Roberts,Sally Hawkins,Paddy Considine,Noah Taylor,Gemma Chan",http://warp.net/films/submarine,Richard Ayoade,"15-year-old deep-thinker Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.","Drama,Comedy,Romance",838198.74
62046,tt1541160,0.846187999999999,5000000,Flypaper,"Patrick Dempsey,Ashley Judd,Tim Blake Nelson,Mekhi Phifer,Matt Ryan",http://wn.com/Flypaper_%282011_film%29,Rob Minkoff,A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,"Mystery,Comedy,Crime",3045997.94
50839,tt1615147,0.846125,3500000,Margin Call,"Kevin Spacey,Paul Bettany,Jeremy Irons,Zachary Quinto,Ashley Williams",http://www.margincallmovie.com/,J.C. Chandor,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,"Thriller,Drama",18907177.23
45772,tt0377981,0.827785,36000000,Gnomeo & Juliet,"James McAvoy,Michael Caine,Maggie Smith,Julie Walters,Patrick Stewart",http://gnomeoandjuliet.com/,Kelly Asbury,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?","Animation,Family",183906860.24
55846,tt1297919,0.815155,15774948,Blitz,"Jason Statham,Paddy Considine,Aidan Gillen,Zawe Ashton,Luke Evans",http://www.blitzmovie.co.uk/,Elliott Lester,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,"Crime,Action,Thriller",719172.17
52067,tt1477837,0.812252,0,Cedar Rapids,"Anne Heche,Ed Helms,Sigourney Weaver,John C. Reilly,Rob Corddry",http://www.foxsearchlight.com/cedarrapids/,Miguel Arteta,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.,Comedy,6651138.85
65057,tt1033575,0.808335999999999,20000000,The Descendants,"George Clooney,Shailene Woodley,Amara Miller,Nick Krause,Robert Forster",http://www.foxsearchlight.com/thedescendants/,Alexander Payne,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.","Comedy,Drama",171819196.60
50359,tt1411704,0.806735,63000000,Hop,"Russell Brand,James Marsden,Kaley Cuoco,Hank Azaria,Elizabeth Perkins",http://www.iwantcandy.com/,Tim Hill,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",Animation,178324379.00
68684,tt1701990,0.803764,10000000,Detention,"Josh Hutcherson,Dane Cook,Spencer Locke,Parker Bagley,Jesse Heiman",http://detentionmovie.com/,Joseph Kahn,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention.","Horror,Comedy,Science Fiction",0.00
67913,tt1540133,0.802769,6000000,The Guard,"Brendan Gleeson,Don Cheadle,Liam Cunningham,Mark Strong,Katarina Cas",http://www.sonyclassics.com/theguard,John Michael McDonagh,An unorthodox Irish policeman with a confrontational personality is teamed up with an uptight FBI agent to investigate an international drug-smuggling ring.,"Action,Comedy,Thriller,Crime",18961691.33
59968,tt1637706,0.80048,10000000,Our Idiot Brother,"Paul Rudd,Elizabeth Banks,Zooey Deschanel,Emily Mortimer,Adam Scott",http://www.ouridiotbrother.com/,Jesse Peretz,"Everybody has one. The sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz (Emily Mortimer), Miranda (Elizabeth Banks) and Natalie (Zooey Deschanel), that person is their perennially upbeat brother Ned (Paul Rudd), an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.","Comedy,Drama",16744987.24
63493,tt1535970,0.786615,10000000,The Ledge,"Patrick Wilson,Liv Tyler,Charlie Hunnam,Terrence Howard,Jaqueline Fleming",http://ledgemovie.com/,Matthew Chapman,A thriller in which a battle of philosophies between a fundamentalist Christian and an atheist escalates into a lethal battle of wills.,"Drama,Thriller",592288.63
68817,tt1068242,0.785489,24000000,Footloose,"Kenny Wormald,Julianne Hough,Dennis Quaid,Andie MacDowell,Miles Teller",http://www.footloosemovie.com/,Craig Brewer,"City kid Ren MacCormack moves to a small town where rock 'n' roll and dancing have been banned, and his rebellious spirit shakes up the populace.","Drama,Music,Romance",61598777.78
72113,tt1692486,0.779648,25000000,Carnage,"Kate Winslet,Jodie Foster,Christoph Waltz,John C. Reilly,Elvis Polanski",http://www.sonyclassics.com/carnage/site/index.html,Roman Polanski,"In Brooklyn Bridge Park, eleven-year-old Zachary Cowan strikes his eleven-year-old classmate Ethan Longstreet across the face with a stick after an argument. After learning about the altercation, the Longstreet parents decide to invite the Cowan parents to their Brooklyn apartment to deal with the incident in a civilized manner.","Comedy,Drama",26758361.06
10316,tt1124035,0.771868,12500000,The Ides of March,"Ryan Gosling,George Clooney,Philip Seymour Hoffman,Paul Giamatti,Marisa Tomei",http://www.sonypictures.com/movies/theidesofmarch/,George Clooney,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,Drama,73667524.58
38356,tt1399103,0.760502999999999,195000000,Transformers: Dark of the Moon,"Shia LaBeouf,John Malkovich,Ken Jeong,Frances McDormand,Josh Duhamel",http://www.transformersmovie.com/,Michael Bay,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.","Action,Science Fiction,Adventure",1089358138.29
72571,tt1778304,0.760193,5000000,Paranormal Activity 3,"Katie Featherston,Sprague Grayden,Lauren Bittner,Christopher Nicholas Smith,Chloe Csengery",http://www.paranormalmovie.com/,Henry Joost|Ariel Schulman,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",Horror,199408878.52
44564,tt1578275,0.747362,70000000,The Dilemma,"Kevin James,Vince Vaughn,Winona Ryder,Jennifer Connelly,Queen Latifah",http://www.thedilemmamovie.com,Ron Howard,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.","Comedy,Drama",65058885.11
50725,tt0810922,0.734516,19000000,Take Me Home Tonight,"Topher Grace,Anna Faris,Dan Fogler,Teresa Palmer,Michelle Trachtenberg",http://www.iamrogue.com/takemehometonight/fullsite/,Michael Dowse,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.","Comedy,Drama,Romance",6716055.56
64328,tt1204342,0.699052,45000000,The Muppets,"Amy Adams,Jason Segel,Emily Blunt,John Krasinski,Zach Galifianakis",http://disney.go.com/muppets/,James Bobin,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.","Comedy,Family,Music",160129276.01
44945,tt1529572,0.687144,9500000,Trust,"Clive Owen,Catherine Keener,Liana Liberato,Jason Clarke,Viola Davis",http://www.trustmovie2011.com/,David Schwimmer,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.","Crime,Drama,Thriller",116327.77
69778,tt1231586,0.682356,0,A Good Old Fashioned Orgy,"Jason Sudeikis,Leslie Bibb,Lindsay Sloane,Lake Bell,Michelle Borth",http://www.agoodoldfashionedorgy-movie.com/,Alex Gregory|Peter Huyck,A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,Comedy,0.00
38684,tt1229822,0.679469,0,Jane Eyre,"Mia Wasikowska,Jamie Bell,Michael Fassbender,Judi Dench,Su Elliott",http://janeeyrethemovie.com/,Cary Fukunaga,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?","Drama,Romance",33648413.87
49012,tt1334512,0.661177999999999,40000000,Arthur,"Russell Brand,Helen Mirren,Greta Gerwig,Jennifer Garner,Geraldine James",http://arthurthemovie.warnerbros.com/,Jason Winer,"A drunken playboy stands to lose a wealthy inheritance when he falls for a woman, his family doesn't like.","Comedy,Romance",44335804.33
49494,tt1034389,0.658095,25000000,The Eagle,"Channing Tatum,Mark Strong,Jamie Bell,Donald Sutherland,Denis O'Hare",http://focusfeatures.com/the_eagle,Kevin Macdonald,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila (Tatum) arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca (Bell), Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.","Adventure,Drama",26292052.49
80591,tt1536048,0.626306,15000000,W.E.,"Abbie Cornish,Andrea Riseborough,James D'Arcy,Richard Coyle,David Harbour",http://www.wallisandedward.co.uk/,Madonna,"In 1998, an auction of the estate of the Duke and Duchess of Windsor causes great excitement. For one woman, Wally Winthrop, it has much more meaning. Wally becomes obsessed by their historic love story. As she learns more about the sacrifices involved, Wally gains her own courage to find happiness.","Drama,Romance",841863.07
51248,tt1712159,0.609789999999999,0,11/11/11,"Michael Landes,Timothy Gibbs,Wendy Glenn,Lolo Herrero,SalomÃ© JimÃ©nez",http://1111themovie.com/,Darren Lynn Bousman,"After the death of his wife and child, an author travels to Barcelona to see his estranged brother and dying father, where he learns that his life is plagued by events that occur on 11/11/11.","Horror,Thriller",0.00
58428,tt1594562,0.604152,750000,The Innkeepers,"Sara Paxton,Pat Healy,Kelly McGillis,George Riddle,Lena Dunham",http://www.magnetreleasing.com/theinnkeepers/,Ti West,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.","Horror,Thriller",75996.93
47760,tt1498569,0.601594,8000000,Restless,"Mia Wasikowska,Henry Hopper,Ryo Kase,Schuyler Fisk,Jane Adams",http://www.restlessmovie.com/,Gus Van Sant,"A powerful and emotional coming of age story, this remarkable tale is told with honesty and originality that will leave audiences moved. In the film, two outsiders, both shaped by the circumstances that have brought them together, forge a deep and lasting love. Directed by Gus Van Sant, one of the most astute observers of people living life on the edge, comes a take on friendship and young love as engaging and true as it is provocative and stirring.","Drama,Romance",158268.77
88794,tt1616195,0.588821,35000000,J. Edgar,"Leonardo DiCaprio,Armie Hammer,Naomi Watts,Judi Dench,Geoff Pierson",http://jedgarmovie.warnerbros.com/dvd/,Clint Eastwood,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.","Drama,Crime,History",82016919.87
48340,tt0881320,0.587044999999999,30000000,Sanctum,"Ioan Gruffudd,Richard Roxburgh,Alice Parkinson,Daniel Wyllie,Allison Cratchley",http://www.sanctummovie.com/,Alister Grierson,"The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?","Action,Thriller",105285652.52
70868,tt1742650,0.58425,24000000,I Don't Know How She Does It,"Sarah Jessica Parker,Pierce Brosnan,Sarah Shahi,Busy Philipps,Olivia Munn",http://www.weinsteinco.com/#/film/idontknowhow,Douglas McGrath,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",Comedy,29616559.45
48231,tt1571222,0.580693999999999,15000000,A Dangerous Method,"Keira Knightley,Viggo Mortensen,Michael Fassbender,Sarah Gadon,Vincent Cassel",http://www.sonyclassics.com/adangerousmethod/,David Cronenberg,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jungâ€™s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabinaâ€™s spell.","Drama,Thriller",26621648.79
43959,tt1596346,0.578282,18000000,Soul Surfer,"AnnaSophia Robb,Helen Hunt,Lorraine Nicholson,Carrie Underwood,Dennis Quaid",http://www.soulsurferthemovie.com/,Sean McNamara,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.","Action,Drama",45647974.73
62206,tt1622547,0.570978,28000000,30 Minutes or Less,"Jesse Eisenberg,Danny McBride,Aziz Ansari,Bianca Kajlich,Nick Swardson",http://30minutesorless.com/,Ruben Fleischer,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...","Action,Comedy,Adventure",39306608.97
57089,tt0844993,0.566856,30000000,Hoodwinked Too! Hood VS. Evil,"Hayden Panettiere,Bill Hader,Joan Cusack,Patrick Warburton,Glenn Close",http://www.hoodwinkedtoomovie.com/,Mike Disa,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.","Comedy,Animation,Family",13108034.56
69735,tt1672723,0.559451,0,Batman: Year One,"Ben McKenzie,Bryan Cranston,Eliza Dushku,Katee Sackhoff,Alex Rocco",http://www.watchvideoseries.com/movies/batman-year-one-2011/,Sam Liu|Lauren Montgomery,"Two men come to Gotham City: Bruce Wayne after years abroad feeding his lifelong obsession for justice and Jim Gordon after being too honest a cop with the wrong people elsewhere. After learning painful lessons about the city's corruption on its streets and police department respectively, this pair learn how to fight back their own way. With that, Gotham's evildoers from top to bottom are terrorized by the mysterious Batman and the equally heroic Gordon is assigned to catch him by comrades who both hate and fear him themselves. In the ensuing manhunt, both find much in common as the seeds of an unexpected friendship are laid with additional friends and rivals helping to start the legend.","Action,Adventure,Animation,Science Fiction,Crime",0.00
55787,tt1067583,0.530139,38000000,Water for Elephants,"Robert Pattinson,Reese Witherspoon,Christoph Waltz,Tatum Etheridge,Hal Holbrook",http://waterforelephantsfilm.com/,Francis Lawrence,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.","Drama,Romance",110662825.91
69668,tt1462041,0.528255,50000000,Dream House,"Daniel Craig,Naomi Watts,Rachel Weisz,Marton Csokas,Elias Koteas",http://www.dreamhousemovie.net/,Jim Sheridan,"Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.","Drama,Thriller,Mystery",37324093.03
59296,tt1436559,0.52043,1,"Love, Wedding, Marriage","Mandy Moore,Kellan Lutz,Jessica Szohr,Autumn Federici,James Brolin",http://www.ifcfilms.com/films/love-wedding-marriage,Dermot Mulroney,A happy newlywed marriage counselor's views on wedded bliss get thrown for a loop when she finds out her parents are getting divorced.,"Comedy,Romance",1335.83
75622,tt1640548,0.512775,12000000,Rampart,"Woody Harrelson,Steve Buscemi,Ben Foster,Robin Wright,Jon Bernthal",http://rampartmovie.com/,Oren Moverman,"Follows veteran police officer Dave Brown, the last of the renegade cops, as he struggles to take care of his family, and fights for his own survival.","Crime,Drama,Action,Thriller",942751.23
50837,tt1441326,0.509793,0,Martha Marcy May Marlene,"Elizabeth Olsen,Hugh Dancy,John Hawkes,Sarah Paulson,Brady Corbet",http://www.foxsearchlight.com/marthamarcymaymarlene/,Sean Durkin,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.","Drama,Thriller",3430162.63
64720,tt1675192,0.509532,5000000,Take Shelter,"Michael Shannon,Jessica Chastain,Katy Mixon,Shea Whigham,Ray McKinnon",http://www.sonyclassics.com/takeshelter/,Jeff Nichols,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.","Thriller,Drama",3004468.92
51588,tt1604171,0.506031,8000000,Prom,"Aimee Teegarden,Thomas McDonell,Nicholas Braun,Faith Ford,Danielle Campbell",http://disney.go.com/disneypictures/prom/index.html#home,Joe Nussbaum,"At â€œProm,â€ every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, itâ€™s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high schoolâ€™s most seminal events.",Comedy,9820002.17
67748,tt1680114,0.495308,0,Snowtown,"Lucas Pittaway,Daniel Henshall,Louise Harris,Frank Cwertniak,Matthew Howard",http://www.snowtownthemovie.com,Justin Kurzel,"Based on true events, 16 year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder.","Crime,Drama,Horror,Thriller",8193.35
57276,tt1440266,0.49518,4317946,Pina,"Regina Advento,Malou Airaudo,Ruth Amarante,Pina Bausch,Jorge Puerta",http://www.pina-film.de/,Wim Wenders,"PINA is a feature-length dance film in 3D with the ensemble of the Tanztheater Wuppertal Pina Bausch, featuring the unique and inspiring art of the great German choreographer, who died in the summer of 2009.",Documentary,14177277.70
72213,tt1630036,0.487945,1000000,Courageous,"Alex Kendrick,Ken Bevel,Ben Davies,Kevin Downes,Rusty Martin",http://www.courageousthemovie.com,Alex Kendrick,"As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the streets have to offer. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a new found urgency help these dads draw closer to God ... and to their children? COURAGEOUS is the fourth release of Sherwood Pictures, the movie making ministry of Sherwood Church in Albany, Georgia.",Drama,33465773.46
74523,tt1781781,0.483517,0,Born To Race,"Joseph Cross,John Pyper-Ferguson,Brando Eaton,Nicole Badaan,Sherry Stringfield",http://www.borntoracemovie.com/Site/Home.html,Alex Ranarivelo,"Born To Race is the story of Danny Krueger, a rebellious young street racer on a collision course with trouble. After an accident at an illegal street race, he is sent to a small town to live with his estranged father, a washed up NASCAR racer. When Danny decides to enter the NHRA High School Drags, he's forced to seek his father's help in taking down the local hot shot",Action,0.00
73567,tt1726669,0.482368,10000000,Killer Joe,"Matthew McConaughey,Emile Hirsch,Thomas Haden Church,Gina Gershon,Juno Temple",http://killerjoethemovie.com/,William Friedkin,A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).,"Drama,Thriller",3552910.71
73362,tt1865543,0.477405,0,TRON: The Next Day,"Bruce Boxleitner,Jeff Bridges,Paul Dzenkiw,Garrett Hedlund,Dan Shor",http://disney.go.com/tron/,Kurt Mattila,"TRON: The Next Day is a 10-minute short film, released on the Blu-Ray edition of TRON: Legacy in April 2011, that fills in the backstory between TRON and TRON: Legacy. It features scenes from the real-world Flynn Lives ARG as well as purely in-universe content. The short film also reveals the full chronology of the Flynn Lives Organization, naming Roy Kleinberg as the secret figure heading up the operation and Alan Bradley as its financial backer. Some scenes in the short also set up the story for a potential third film.","Science Fiction,Thriller",0.00
38322,tt1464174,0.475663,32000000,"Big Mommas: Like Father, Like Son","Portia Doubleday,Martin Lawrence,Brandon T. Jackson,Mari Morrow,Faizon Love",http://www.bigmommaslikefatherlikeson.com/,John Whitesell,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.","Crime,Comedy,Action",81056618.66
50698,tt1703199,0.472008,1000000,Grave Encounters,"Sean Rogerson,Juan Riedinger,Ashleigh Gryzko,Mackenzie Gray,Arthur Corber",http://www.grave-encounters.tv/,Stuart Ortiz|Colin Minihan,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,"Thriller,Horror",0.00
65291,tt1683043,0.464885,3500000,Green Lantern: Emerald Knights,"Nathan Fillion,Jason Isaacs,Elisabeth Moss,Kelly Hu,Arnold Vosloo",http://warnervideo.com/greenlanternemeraldknights/,Chris Berkeley|Lauren Montgomery|Jay Oliva,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.","Action,Adventure,Animation,Science Fiction",0.00
50217,tt0893412,0.46351,93,From Prada to Nada,"Camilla Belle,Alexa PenaVega,April Bowlby,Wilmer Valderrama,Nicholas D'Agosto",http://frompradatonadamovie.com/,Angel Gracia,"A whimsical fish-out-of-water story of two spoiled sisters: Nora (Camilla Belle), a law student, and Mary (Alexa Vega), an undergrad party girl, living with their father in a luxurious mansion in Beverly Hills. Mary has become so ""90210"" she refuses to admit she is of Mexican decent. When dad suddenly passes away, their posh lives are turned upside down. They discover they have been left penniless and are forced to move into their estranged aunt Aurelia's (Adriana Barraza) modest but lively home in the Latino-centric Boyle Heights neighborhood of East LA.","Comedy,Drama,Romance",2423495.11
